Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59,Emoji_60,Emoji_61,Emoji_62,Emoji_63,x1,Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59
0,19,55,32,42,40,33,53,31,58,32,55,33,22,25,0,25,32,20,33,32,55,44,33,37,21,17,40,33,34,32,55,33,41,22,32,22,55,41,12,12,25,51,42,41,32,55,58,33,42,32,55,19,37,25,32,55,22,37,19,33,41,40,31,12,21,33,17,57,41,20,45,35,19,55,32,22,55,25,44,32,55,33,44,22,41,12,42,33,40,22,25,20,19,0,32,12,52,39,43,19,25,20,22,45,33,12,41,40,0,34,32,42,55,12,33,40,25,12,53,0,19,25,12,22
33,31,53,50,54,32,55,34,22,37,40,26,33,31,17,33,44,32,31,50,32,55,22,56,25,32,55,33,22,34,58,40,61,33,57,57,58,33,30,13,32,55,37,58,22,0,41,32,42,37,32,42,55,22,62,32,55,37,22,19,32,55,22,25,37,42,12,20,19,25,33,34,42,46,12,21,17,40,33,30,40,17,21,33,6,32,55,33,22,25,12,25,51,22,39,32,55,37,58,33,0,28,41,25,22,32,55,22,25,37,42,32,33,12,44,33,32,58,55,57,57,21,44,17,19
32,55,33,37,22,32,55,19,37,25,40,17,33,12,62,58,40,33,32,55,41,12,62,28,33,56,32,55,46,37,41,12,31,33,62,51,12,46,34,42,12,41,51,0,33,33,32,54,55,31,12,0,39,32,34,32,55,57,44,42,12,51,34,32,25,32,34,55,12,40,32,58,12,33,41,12,51,25,41,0,21,17,33,40,34,61,40,47,8,57,41,4,12,39,28,34,33,62,42,12,32,55,42,34,41,34,57,46,3,29,0,42,32,58,57,57,32,55,22,25,57,33,62,58,21
33,32,31,55,53,51,0,25,39,22,32,55,37,19,25,33,40,21,8,17,34,46,43,52,44,32,33,55,12,40,34,32,55,22,25,42,41,44,58,48,0,20,25,45,32,33,53,32,34,40,12,34,0,41,33,52,43,42,34,12,32,33,55,58,21,33,32,55,53,7,22,45,34,32,55,12,0,51,41,3,39,20,51,12,0,33,41,12,32,22,0,12,51,25,19,32,33,55,40,58,32,55,44,33,42,33,40,53,57,6,40,58,44,57,34,34,46,45,35,27,33,20,62,19,25
34,46,33,22,25,32,19,33,25,55,46,34,45,5,27,32,55,28,12,0,44,51,22,34,25,32,33,55,22,31,0,39,12,33,25,44,58,57,0,33,32,55,22,19,25,22,25,32,0,55,32,55,44,37,33,32,55,22,37,33,42,0,51,19,25,32,55,19,37,25,0,40,51,53,33,42,12,32,0,55,32,55,37,19,33,32,55,44,33,22,33,40,57,58,17,32,62,55,22,12,41,44,12,42,51,34,52,45,42,12,12,11,41,62,25,32,55,33,22,44,32,55,33,57,54
32,55,37,34,27,32,22,55,25,19,25,22,12,62,20,33,31,17,40,6,33,40,53,57,31,32,55,12,62,28,19,0,25,51,1,46,34,3,27,32,32,55,44,34,12,57,33,58,39,52,33,12,53,0,31,0,19,42,22,51,39,52,34,32,22,46,34,3,40,35,33,53,0,54,20,41,21,57,6,17,40,17,33,12,6,48,33,17,40,6,42,12,34,3,45,33,62,28,44,57,24,57,40,30,61,32,55,34,22,27,32,55,37,62,33,34,46,24,53,55,32,38,25,19,22
44,32,55,42,58,4,31,6,17,33,32,33,55,58,31,21,17,46,34,62,41,31,53,17,40,57,30,40,24,17,32,55,22,19,33,34,46,35,27,5,33,40,21,17,57,40,58,33,57,32,56,13,38,42,55,58,57,32,33,55,42,57,6,39,44,46,34,32,55,35,40,33,58,57,6,40,17,33,21,53,33,40,53,50,61,33,40,32,58,31,33,32,31,55,62,32,33,55,44,34,44,32,55,42,33,33,40,53,57,31,33,40,57,58,17,32,55,37,22,27,57,58,42,33,13
39,32,55,33,38,32,55,22,37,19,33,32,22,55,25,32,12,22,55,62,32,55,33,44,58,21,34,33,22,44,32,55,12,41,37,33,40,32,58,57,57,40,33,58,6,33,41,0,25,12,39,12,34,52,41,33,44,40,57,58,34,46,35,3,17,58,57,40,33,31,55,32,39,34,25,34,46,32,27,22,32,33,55,22,44,17,40,6,13,41,33,32,55,40,54,32,55,37,22,25,34,52,46,12,45,57,24,53,33,16,32,55,33,37,19,33,41,22,32,53,58,44,57,42,12
33,32,55,53,40,33,31,41,32,53,32,55,22,12,62,32,55,44,37,33,0,33,20,25,41,32,55,44,33,37,32,55,33,37,58,51,46,39,34,52,33,17,40,6,31,42,12,41,39,25,32,55,44,30,37,33,41,32,28,62,42,46,51,34,25,34,46,27,35,5,32,55,25,22,19,55,32,34,46,56,41,33,22,62,28,32,55,33,37,22,33,6,41,12,28,32,33,55,40,54,12,55,32,19,25,34,46,35,45,3,22,12,25,19,34,32,55,33,37,12,41,31,0,12,25
61,33,12,51,42,13,31,42,0,12,32,55,37,19,33,32,55,37,19,22,41,32,55,12,19,12,0,42,34,25,55,32,22,44,25,12,62,32,42,28,34,46,24,53,45,51,0,13,44,3,12,41,62,25,28,32,34,55,42,37,32,56,55,39,37,33,40,6,32,55,32,55,22,25,19,32,55,22,19,25,57,58,40,11,33,42,44,51,32,55,44,33,32,42,55,32,55,33,42,22,44,12,17,33,31,40,0,33,57,41,34,12,46,45,5,56,58,11,30,13,21,34,32,22,55
32,33,55,12,41,34,46,3,35,27,39,31,33,57,52,12,39,25,34,22,32,55,33,62,37,32,55,37,41,22,12,19,25,39,0,33,58,57,40,41,51,0,12,3,20,11,48,28,49,34,40,34,33,46,17,0,22,25,19,12,57,4,6,39,17,22,25,39,12,51,51,58,57,0,44,51,39,34,44,32,0,58,55,32,38,33,25,32,0,22,36,0,33,53,20,33,32,55,31,22,0,12,25,22,19,33,40,6,53,57,24,61,47,40,8,52,22,45,43,62,55,32,58,33,37
0,51,12,41,25,58,39,57,32,55,32,25,12,22,62,33,40,57,31,44,33,40,57,58,17,51,32,40,41,12,12,32,25,0,19,32,55,22,34,25,33,30,24,61,40,33,40,57,58,31,32,55,44,37,33,0,55,56,32,19,33,63,40,21,13,33,32,22,62,12,32,55,37,44,62,33,41,22,53,62,32,55,33,40,58,28,62,39,12,52,32,55,25,22,19,33,34,32,20,22,33,32,44,31,41,34,27,46,32,22,32,55,22,39,33,32,55,37,19,22,33,6,13,32,40
33,32,55,53,31,32,55,46,34,33,12,52,34,25,62,32,55,37,45,19,32,55,19,22,25,11,14,48,46,34,34,46,3,42,35,32,55,37,19,58,41,33,28,53,22,33,40,53,0,41,11,44,48,32,55,33,53,44,31,57,34,32,55,39,33,39,12,28,42,62,32,55,33,37,22,33,32,31,55,12,33,40,0,12,20,12,28,25,62,41,33,6,17,40,12,32,55,22,25,42,32,55,33,37,58,57,33,30,58,40,11,58,33,62,31,32,55,25,19,22,46,34,12,40,25
40,33,30,53,54,32,55,37,22,62,41,26,63,51,20,22,25,32,55,19,34,41,46,33,22,12,39,25,20,51,33,53,32,41,22,44,32,33,30,55,57,33,6,53,28,32,25,19,55,22,34,22,0,53,20,33,40,32,34,46,56,11,30,35,58,32,55,34,46,27,30,62,33,31,10,0,3,51,34,12,4,57,42,31,17,32,55,42,37,58,33,57,53,31,62,40,57,33,17,58,32,55,22,25,37,4,24,34,3,46,56,52,12,41,62,57,33,32,55,40,33,57,40,61,0
32,22,33,25,55,12,39,42,33,51,32,33,55,22,40,33,40,31,53,58,32,55,33,58,62,0,39,51,12,3,32,55,33,22,25,20,19,12,53,25,22,32,55,25,27,41,31,44,42,54,12,42,51,52,0,17,6,40,31,4,12,3,32,25,46,22,0,12,25,41,32,55,44,34,22,34,46,32,27,55,32,55,25,19,22,32,42,55,41,12,32,33,12,55,22,19,25,1,0,55,33,32,22,55,41,32,55,22,34,62,32,55,22,25,19,22,34,33,57,25,32,55,22,37,25
33,40,12,6,31,36,0,6,12,42,57,12,33,40,58,40,4,33,46,17,48,11,13,17,21,41,12,0,28,51,42,63,44,57,51,11,46,34,48,42,34,46,32,55,35,51,12,0,25,41,52,34,22,27,32,32,55,22,39,37,12,33,0,25,21,0,25,19,32,51,32,55,34,44,37,12,33,25,22,41,32,55,52,62,34,33,32,0,40,55,61,4,30,33,8,33,41,40,17,6,34,27,39,5,45,42,33,11,31,44,35,45,34,55,43,41,40,51,31,46,34,46,27,52,45
33,40,21,57,17,32,25,19,55,12,32,55,44,37,22,21,33,57,30,61,32,55,42,19,25,34,46,35,3,0,33,32,55,20,62,33,22,62,25,32,12,20,45,25,22,32,12,55,22,41,41,12,44,37,42,39,33,22,44,32,32,55,34,22,27,57,12,33,62,40,31,33,42,62,10,51,33,44,31,54,21,33,53,50,54,32,55,33,57,62,32,55,37,58,44,32,55,19,25,37,40,33,6,32,17,34,32,55,22,25,22,32,25,55,12,33,40,32,6,55,39,52,34,46,29
33,40,6,53,50,32,55,42,37,34,46,34,22,27,32,12,25,62,20,52,32,55,34,42,22,32,55,33,40,58,22,12,25,32,62,11,48,30,44,31,33,32,41,22,40,21,58,17,57,33,33,62,28,20,53,44,32,33,51,41,32,40,55,33,44,26,20,31,0,15,32,55,37,58,40,40,33,41,34,12,35,0,38,12,45,32,39,55,33,25,42,31,51,44,33,44,42,62,41,12,34,40,33,6,46,21,0,12,17,51,19,25,12,42,34,32,55,37,34,27,39,52,12,25,43
34,46,39,52,45,0,51,42,19,25,39,52,32,12,62,12,25,19,22,32,34,32,33,44,55,42,39,12,0,11,39,55,32,56,37,36,17,33,6,39,34,46,12,42,27,32,55,22,25,19,33,42,28,20,12,63,40,60,8,33,33,32,34,62,53,32,19,55,33,25,63,51,6,33,31,42,32,55,44,37,57,62,33,22,41,12,42,0,19,25,12,31,33,62,28,33,40,53,11,17,39,12,28,52,25,39,32,55,28,19,32,12,25,55,22,17,33,40,6,4,22,32,33,25,12
33,32,40,25,55,33,44,32,0,12,32,55,12,42,44,42,39,51,12,32,0,12,33,42,40,32,55,34,22,27,32,44,55,33,42,33,53,32,55,0,32,55,19,25,33,52,62,12,43,41,34,33,32,55,27,41,34,12,17,46,34,33,46,40,51,11,55,24,48,32,34,12,28,46,0,61,46,34,21,35,33,40,41,12,62,40,33,12,41,17,12,33,57,62,20,17,21,40,12,33,12,44,32,0,25,40,33,32,0,25,32,33,55,22,44,32,33,55,40,53,19,25,22,32,55
34,51,22,27,46,48,11,33,57,6,33,57,40,31,58,12,25,19,20,32,17,40,25,12,13,11,44,58,48,42,33,40,32,58,57,11,33,6,48,40,12,34,46,51,45,34,33,32,40,22,20,26,0,51,31,4,6,12,42,9,33,36,57,58,17,33,54,40,44,50,31,33,41,6,12,12,32,28,41,25,19,0,25,32,55,24,46,57,47,61,32,55,33,22,62,48,11,39,52,31,11,48,24,6,44,57,58,10,53,33,32,55,22,33,25,11,48,4,6,40,61,24,40,63,47
19,32,25,55,14,33,40,58,32,53,40,41,12,0,33,24,30,40,57,53,40,33,32,55,41,61,40,57,33,58,32,44,55,37,39,41,22,32,28,42,4,6,33,31,17,62,12,25,22,28,4,33,39,6,31,52,34,42,45,43,33,57,40,50,53,12,34,0,40,20,40,33,57,17,21,32,55,25,22,19,22,25,32,62,12,41,12,0,42,44,51,12,42,32,33,0,12,28,22,62,57,0,33,19,12,21,33,62,20,53,33,40,6,0,12,34,46,62,45,28,25,0,19,51,22
55,32,58,37,19,12,33,41,22,25,32,55,22,33,25,33,40,53,17,63,32,12,55,22,62,32,55,22,44,33,32,55,34,22,27,32,55,41,22,37,55,58,32,38,19,32,55,19,25,28,39,28,62,33,34,46,34,21,35,5,41,12,34,62,33,12,22,25,0,41,30,57,24,58,40,32,55,37,19,25,40,33,12,41,17,17,21,31,40,6,57,33,58,40,21,40,57,0,33,53,32,55,33,58,0,40,33,31,58,17,41,12,0,25,3,13,41,12,6,40,32,22,41,33,55
32,55,33,22,25,12,22,25,41,0,61,40,33,17,57,32,55,22,25,28,0,28,32,25,22,12,22,25,45,20,4,41,12,0,3,41,44,33,32,54,12,25,0,51,19,33,57,40,21,58,32,22,55,62,39,44,32,33,21,55,32,41,55,44,25,22,32,25,62,55,33,32,55,22,53,33,24,40,6,57,40,33,51,31,17,25,12,19,42,20,40,0,33,57,31,12,34,22,45,25,32,55,33,37,34,12,0,28,62,34,34,33,40,12,53,0,12,51,39,42,33,57,40,31,58
32,55,44,34,22,21,30,32,34,55,32,55,12,58,37,41,6,31,33,0,33,42,32,34,55,32,55,33,44,37,44,11,42,51,39,32,46,34,44,55,32,55,33,37,22,32,55,19,37,25,33,40,32,55,22,32,55,33,22,25,44,11,62,12,49,56,32,55,17,37,24,12,22,25,47,39,62,12,52,11,42,32,12,39,55,32,0,55,33,25,41,0,12,25,22,32,55,33,44,42,42,19,35,40,55,32,55,34,12,22,28,33,0,41,12,12,22,34,25,33,40,32,55,19,33
33,40,41,53,62,33,53,50,31,62,33,32,55,40,41,32,42,55,12,22,42,48,44,13,37,32,55,34,44,33,32,19,37,25,55,42,51,34,57,40,39,32,55,52,34,17,6,41,57,4,12,34,62,41,45,46,34,32,55,27,4,61,24,47,8,32,55,19,25,0,0,13,44,51,40,51,42,34,25,14,0,51,41,12,32,22,25,32,55,19,12,39,41,62,28,56,46,34,35,27,32,55,33,37,40,44,32,55,33,31,33,40,0,41,6,32,33,55,22,25,32,55,40,19,0
31,30,33,53,6,22,34,32,27,25,32,55,22,25,37,34,41,22,33,25,41,22,33,62,28,34,46,25,22,35,45,34,43,12,22,33,53,7,40,16,32,39,55,22,33,32,55,33,25,40,34,46,33,3,40,33,40,57,31,22,57,40,58,33,34,32,33,22,55,62,34,33,44,57,40,34,21,24,46,58,33,53,31,50,54,33,12,62,40,41,34,32,22,55,27,32,33,40,55,19,55,32,37,42,19,32,42,12,19,55,6,13,12,40,41,41,4,34,33,3,12,62,28,20,25
0,34,12,3,46,33,17,40,53,31,46,34,12,42,45,11,48,24,58,57,17,40,57,61,31,40,33,0,6,56,22,32,19,25,55,32,55,34,44,22,46,38,34,3,56,12,40,28,33,0,33,57,31,53,63,32,55,44,37,22,32,55,37,44,19,32,55,37,58,57,33,53,24,16,40,42,48,11,13,31,11,42,48,58,57,31,33,41,53,10,34,46,32,55,21,32,55,33,37,22,40,33,17,53,20,58,33,57,40,32,32,55,19,25,22,19,32,25,22,1,40,33,21,17,53
33,32,55,53,40,11,63,48,31,53,32,34,55,22,33,12,39,52,25,22,33,0,40,32,12,33,0,32,55,34,46,34,33,35,62,19,25,0,51,12,32,22,33,55,12,12,33,41,62,20,33,40,17,6,12,40,33,57,6,17,12,0,25,19,41,12,0,42,41,52,46,34,35,45,5,58,57,40,12,0,17,31,62,3,41,32,55,25,19,0,33,40,11,53,58,33,57,31,58,12,17,40,4,6,33,42,51,40,12,33,12,41,34,3,28,17,36,6,52,2,34,53,33,41,12
12,32,22,62,28,32,55,19,37,25,34,12,32,25,22,22,41,39,33,25,55,32,37,19,35,33,22,40,12,32,40,33,17,11,6,33,53,61,63,17,32,55,37,22,62,22,34,25,12,32,32,55,22,25,12,0,12,41,51,20,32,55,22,33,25,32,25,19,55,22,33,54,53,32,62,32,55,19,37,42,33,12,17,6,40,33,17,40,53,41,32,22,25,55,33,32,55,21,13,40,0,41,14,20,38,58,57,30,47,33,32,55,44,51,42,32,55,37,22,19,32,55,22,44,62
32,55,34,37,19,33,53,7,40,20,56,58,55,32,30,41,33,42,12,62,41,32,22,12,55,58,32,44,55,33,42,31,48,6,12,32,55,37,42,19,32,55,22,25,12,32,55,19,1,57,32,55,37,19,42,32,55,37,42,56,41,17,21,40,57,62,33,57,12,10,42,21,32,55,37,32,33,55,22,53,12,41,0,22,25,11,48,31,44,13,33,57,32,55,31,32,0,19,25,12,33,21,53,7,40,41,12,42,33,39,42,57,41,6,33,55,19,32,34,42,12,41,0,51,42
12,0,34,28,62,21,33,7,63,53,32,55,42,33,37,44,52,12,62,54,32,55,62,22,19,32,55,12,25,19,17,63,40,33,10,55,32,42,58,37,44,33,57,40,39,0,33,25,53,40,34,22,0,41,20,32,55,21,33,34,40,33,6,17,31,51,24,42,11,44,32,55,19,37,25,32,55,33,22,37,31,19,62,33,53,34,32,55,33,22,12,41,62,28,49,41,32,22,55,25,31,33,12,62,52,33,21,13,24,40,22,33,34,62,25,56,57,58,32,55,33,20,53,41,40
33,40,12,0,25,33,31,50,40,53,0,12,51,40,25,32,55,25,12,19,30,21,58,17,51,33,32,34,40,55,33,31,58,50,21,33,40,17,6,58,32,19,56,37,55,41,33,31,62,53,41,12,42,33,28,32,55,33,19,22,22,25,12,19,0,40,33,58,57,30,21,58,57,61,17,32,33,31,55,45,44,32,55,34,46,34,12,46,58,33,20,26,33,62,12,12,22,25,32,33,33,40,53,7,50,46,34,12,42,45,33,32,40,55,44,34,46,21,27,32,33,21,56,53,30
32,33,55,19,0,63,57,21,33,7,33,57,58,40,53,32,55,33,22,37,33,17,53,6,30,41,33,40,53,0,63,33,40,8,21,40,33,34,17,53,12,33,0,25,62,32,55,22,33,25,32,55,22,25,37,58,57,31,44,33,33,58,21,30,57,41,53,33,50,63,10,53,62,28,49,57,0,33,31,6,41,34,57,40,46,40,33,25,0,12,52,44,62,22,43,33,31,40,39,58,32,55,19,25,22,32,55,22,33,37,34,46,35,45,27,30,21,63,17,58,33,40,12,31,53
32,55,33,62,40,21,40,17,41,33,12,39,51,0,28,32,0,55,58,40,33,63,53,21,7,32,55,22,25,62,32,55,58,44,33,34,46,12,27,22,38,49,28,20,0,12,41,0,62,51,32,55,42,34,44,34,46,27,35,5,33,22,62,41,50,21,33,63,44,17,42,13,48,11,44,32,55,37,34,27,12,41,42,62,0,32,55,33,37,22,14,12,52,43,45,51,32,12,0,3,34,32,55,21,33,4,6,33,40,12,57,58,40,33,31,32,55,33,22,37,34,32,22,25,40
39,32,52,12,55,55,32,33,37,58,55,32,37,58,11,41,22,25,20,12,17,33,41,31,62,12,62,52,25,28,33,32,55,7,53,33,57,53,58,40,32,55,44,43,34,0,32,55,20,19,33,40,31,6,53,34,46,32,55,21,22,32,33,39,53,33,58,40,53,57,40,55,57,58,32,46,34,35,45,5,21,17,40,33,63,41,33,53,28,12,32,33,25,22,40,33,57,20,42,32,63,49,11,39,48,33,31,42,6,17,11,48,13,57,15,40,33,32,53,21,42,30,26,58,48
0,33,57,39,51,33,31,53,62,20,57,62,45,10,44,12,32,25,22,41,34,32,55,46,42,40,33,57,21,53,32,55,33,37,62,12,34,42,41,46,32,55,22,19,25,57,40,33,17,12,12,41,52,44,62,30,21,63,33,7,57,33,58,53,40,32,55,41,37,12,34,46,42,32,27,33,21,17,50,53,33,58,44,32,57,21,34,46,45,41,11,48,63,32,51,32,55,34,27,21,32,34,55,22,27,21,35,40,32,55,63,53,33,50,7,25,22,19,20,0,32,41,55,33,22
12,25,62,51,41,55,32,12,25,28,24,17,4,47,11,33,21,40,53,25,34,0,12,3,41,33,40,31,24,30,42,57,62,12,32,33,21,40,31,57,46,31,34,33,3,44,41,34,52,55,41,12,22,25,0,33,53,57,34,16,41,12,28,62,25,42,56,0,38,58,33,40,58,32,57,21,12,33,53,40,33,31,6,57,40,32,55,33,22,41,41,58,42,12,57,42,44,32,55,54,33,40,32,55,53,32,39,55,42,52,34,27,32,22,46,33,48,11,21,53,40,33,53,57,17
39,52,12,34,45,32,55,33,42,25,21,17,33,40,16,57,11,33,58,31,32,55,33,37,22,46,34,12,45,32,19,25,32,12,0,32,55,37,19,25,32,55,44,22,37,12,25,19,42,0,39,52,43,25,32,46,41,61,32,55,0,41,39,14,32,32,55,41,22,33,12,40,0,32,56,52,12,62,20,43,57,33,51,40,24,21,62,33,57,45,55,32,33,37,19,12,40,0,32,56,39,42,52,57,58,56,38,25,58,19,12,22,62,33,41,42,24,34,40,51,57,0,34,12,22
22,25,19,41,12,8,61,47,23,59,55,32,19,1,25,46,42,52,51,34,42,57,31,40,58,55,32,22,34,25,39,25,19,12,22,50,24,33,47,16,33,32,21,22,17,33,40,57,19,25,22,32,25,33,55,22,34,32,25,27,33,53,31,61,32,32,55,33,37,34,33,40,53,17,6,33,63,22,21,41,46,34,56,35,27,0,51,53,3,12,34,3,29,28,46,33,30,40,63,21,32,55,34,27,22,44,33,31,12,51,32,55,37,19,22,32,55,22,37,25,32,33,55,37,40
56,13,57,58,63,33,40,53,6,17,33,53,40,22,25,33,40,53,32,55,42,22,25,34,19,42,12,34,46,57,36,33,4,6,17,55,32,12,41,22,33,13,50,40,57,32,55,37,42,22,33,11,31,19,32,33,40,53,58,31,28,41,53,62,0,22,32,55,34,25,33,40,61,57,53,34,46,27,22,5,57,24,40,33,58,40,17,33,34,6,41,4,12,28,49,33,20,36,53,12,40,33,26,6,30,32,33,55,25,19,34,17,40,25,46,63,33,53,61,16,57,33,63,31,53
33,40,31,17,44,32,55,37,19,38,46,0,39,40,4,21,34,8,47,46,32,37,55,58,44,33,21,34,17,46,32,55,22,41,37,33,31,53,24,34,41,12,28,20,62,24,47,40,11,46,40,33,21,17,58,42,24,44,32,57,14,28,12,19,25,33,42,17,62,6,32,55,37,58,19,32,55,33,58,37,40,17,33,21,6,58,33,55,32,57,57,40,20,33,42,33,32,58,55,40,61,33,40,57,17,33,41,40,28,0,40,33,57,53,6,4,6,33,41,40,40,33,57,58,17
32,55,58,33,57,32,55,33,58,44,42,32,55,44,37,58,57,40,33,31,32,55,39,33,25,34,12,35,45,3,33,32,55,53,22,0,51,19,41,20,34,46,55,32,44,32,33,55,34,46,32,55,34,37,33,57,24,47,58,33,12,41,42,32,62,41,22,19,25,12,61,4,6,40,33,41,0,12,28,53,42,34,32,12,55,19,22,25,34,41,34,27,46,32,5,41,32,22,55,25,19,25,51,42,0,33,41,54,12,31,0,12,40,51,41,41,12,4,0,6,34,27,22,45,46
34,57,40,58,4,46,34,0,40,3,33,53,57,7,32,32,55,22,39,57,42,58,12,44,11,34,46,3,35,0,11,0,12,51,48,39,40,33,12,32,57,33,58,12,40,39,32,33,52,55,0,32,12,58,62,55,32,37,34,44,57,40,33,61,53,11,48,6,33,4,42,12,31,44,20,32,55,33,34,22,44,58,31,13,17,51,39,0,38,14,32,55,37,34,19,33,32,55,40,44,57,40,58,48,11,46,0,34,25,22,32,55,22,34,25,34,46,45,52,3,32,55,37,58,33
33,54,50,53,40,44,42,32,58,55,32,33,55,40,25,32,55,22,12,25,42,12,57,51,40,33,40,36,17,6,40,33,34,46,12,32,55,13,37,19,46,34,0,3,42,11,48,30,6,39,40,33,17,6,4,33,46,4,6,57,32,55,22,39,33,33,22,42,62,25,19,25,57,33,32,12,29,2,52,25,12,0,25,28,62,32,55,42,37,12,12,0,34,33,32,19,42,32,1,25,22,32,25,55,0,42,33,32,31,12,42,51,46,34,33,41,22,34,27,45,21,17,56,30,38
32,55,44,37,22,0,19,25,51,56,33,32,52,55,62,11,47,24,48,8,42,31,51,22,44,33,40,53,7,57,33,58,57,40,21,44,49,57,58,42,17,33,31,44,32,34,46,21,17,3,32,55,37,34,19,40,33,57,32,55,11,33,31,48,6,32,34,55,27,22,32,55,44,37,58,33,32,40,55,53,24,4,47,40,8,39,52,51,44,34,39,33,32,55,0,32,55,44,34,22,34,46,27,32,55,32,34,42,55,46,34,46,28,41,45,46,34,27,5,35,32,33,55,34,58
33,30,40,31,57,32,33,55,62,22,32,42,55,37,12,32,12,55,34,19,40,33,17,21,57,12,19,25,0,51,12,28,0,62,52,32,33,55,40,34,63,17,11,33,58,33,40,6,12,17,32,55,33,62,12,22,21,25,41,32,0,12,41,25,19,12,41,34,3,42,19,25,51,12,22,12,4,62,33,10,39,12,0,25,22,12,62,41,52,20,33,57,58,21,30,12,0,34,41,33,12,33,39,0,28,24,30,47,11,48,42,57,12,20,51,32,55,22,25,19,40,33,17,53,41
12,11,48,41,20,39,52,32,55,28,32,55,34,46,37,32,42,55,37,19,33,40,17,6,58,41,0,12,40,9,24,47,40,4,57,22,25,32,12,55,17,58,53,31,33,25,51,0,12,40,22,55,0,25,39,33,31,40,12,53,36,52,29,43,34,21,44,32,51,55,34,12,32,53,33,32,55,33,40,19,12,33,34,40,58,11,33,31,34,53,36,6,4,33,17,24,33,34,55,58,12,34,46,25,22,32,55,33,37,25,32,33,22,55,25,32,19,55,25,12,33,32,0,12,22
32,55,44,58,22,55,32,33,11,37,33,44,21,34,31,57,40,58,33,6,33,40,21,17,12,57,33,58,20,31,12,25,62,22,0,32,55,37,22,14,12,62,22,52,41,33,32,22,54,50,57,39,12,33,40,53,0,20,33,40,56,57,58,37,13,46,34,57,45,27,33,40,0,53,6,41,12,28,62,25,0,11,55,32,35,57,12,19,33,0,24,4,40,33,47,32,55,58,33,44,33,41,62,12,32,32,55,44,33,22,12,39,28,19,25,58,57,21,33,40,39,52,12,42,43
24,40,33,53,47,30,21,34,33,55,39,12,41,25,52,0,12,33,19,25,0,33,42,6,20,32,55,19,37,25,33,32,55,22,54,0,12,25,53,19,33,32,41,53,22,12,39,32,52,25,40,6,17,33,41,36,6,44,31,33,55,32,40,37,19,33,31,40,57,6,20,12,42,33,25,21,17,24,40,47,34,12,40,33,41,32,55,56,37,62,12,0,41,25,22,55,32,42,39,37,32,33,58,12,57,12,32,55,42,22,29,2,52,43,3,57,58,40,33,17,53,33,0,20,25
33,32,55,40,12,32,33,55,22,25,57,58,21,44,33,0,25,19,32,22,41,62,12,44,20,33,61,40,31,57,12,41,4,39,49,12,34,51,46,21,32,55,22,12,25,57,58,42,33,40,33,42,6,4,53,19,22,25,32,55,40,12,0,33,57,44,58,17,21,61,8,26,16,15,47,34,33,21,32,55,22,33,25,32,55,55,32,34,29,37,28,12,22,41,25,0,58,57,42,40,34,46,12,27,5,33,40,57,53,31,17,40,6,4,33,42,56,51,58,44,51,0,12,40,25
11,48,63,13,8,30,21,63,40,33,12,41,33,44,62,40,33,28,0,32,4,46,41,44,34,32,55,58,33,37,32,34,46,55,33,33,46,58,24,6,22,34,32,41,25,32,55,22,34,37,32,55,37,19,22,32,33,55,40,19,57,33,58,40,6,32,55,22,25,62,12,34,17,62,3,32,55,37,22,19,0,32,25,22,19,11,57,41,48,17,53,62,24,33,54,42,0,58,30,6,32,55,12,33,58,57,33,58,31,24,0,20,19,33,40,6,33,40,31,13,32,33,55,22,62
